ORDER_BY_ME,PRIMARY_CAT,REL_CAT,COOC,SENTIMENT
2,Toys and Seasonal,Above & Beyond,52,0.231481481
2,Toys and Seasonal,As Advertised,51,-0.596153846
2,Toys and Seasonal,Atmosphere,138,0.134615385
2,Toys and Seasonal,Attitude,1448,-0.146912082
2,Toys and Seasonal,Bagging,78,-0.322289157
2,Toys and Seasonal,Business Hours,103,-0.705097087
2,Toys and Seasonal,Cart Availability,139,-0.867077465
2,Toys and Seasonal,Cart Quality,68,-0.900362319
2,Toys and Seasonal,Checkout Wait Time,1093,-0.581241283
2,Toys and Seasonal,Cleanliness,403,-0.281325301
2,Toys and Seasonal,Communication Skills,31,-0.666666667
2,Toys and Seasonal,Condition,23,0.847826087
2,Toys and Seasonal,Coupons,55,-0.505859375
2,Toys and Seasonal,Design,173,-0.106741573
2,Toys and Seasonal,Discounts,618,0.342788462
2,Toys and Seasonal,Ease of Checkout,133,-0.419172932
2,Toys and Seasonal,Ease of Parking,63,-0.773809524
2,Toys and Seasonal,Exchanges,45,-0.682291667
2,Toys and Seasonal,Express Lanes,62,-0.869230769
2,Toys and Seasonal,Features/Functionality,116,-0.136652542
2,Toys and Seasonal,Fees,4,-1.25
2,Toys and Seasonal,Financing,436,-0.435087719
2,Toys and Seasonal,Finding Help,566,-0.554152397
2,Toys and Seasonal,Finding Items,889,-0.325803213
2,Toys and Seasonal,Fitting Rooms,7,-0.642857143
2,Toys and Seasonal,Floor,4,-1.25
2,Toys and Seasonal,Friendliness,614,-0.06996124
2,Toys and Seasonal,Greeting,318,-0.164558532
2,Toys and Seasonal,Heating/Cooling,16,-0.28125
2,Toys and Seasonal,Helpfulness,950,-0.352639726
2,Toys and Seasonal,In-Store Advertising,4,-0.25
2,Toys and Seasonal,In-Store Navigation,420,-0.568276515
2,Toys and Seasonal,Knowledge,254,-0.564638783
2,Toys and Seasonal,Layout Consistency,129,-0.714755639
2,Toys and Seasonal,Lighting,61,-0.780241935
2,Toys and Seasonal,Listening,26,0.076923077
2,Toys and Seasonal,New Merchandise,115,-0.305911681
2,Toys and Seasonal,Noise,92,-1.041666667
2,Toys and Seasonal,Odor,10,0.416666667
2,Toys and Seasonal,On Display,913,-0.344864842
2,Toys and Seasonal,Price Matching,19,-0.02173913
2,Toys and Seasonal,Pricing/Value,2560,-0.106707822
2,Toys and Seasonal,Product Availability,3391,-0.643248864
2,Toys and Seasonal,Pros/Cons,6,0.625
2,Toys and Seasonal,Quality of Staff,794,-0.045185639
2,Toys and Seasonal,Quality/Reliability,383,-0.605338223
2,Toys and Seasonal,Receipt & Payment,71,-0.725694444
2,Toys and Seasonal,Refunds,23,-0.270833333
2,Toys and Seasonal,Renovations,19,-1.125
2,Toys and Seasonal,Restrooms General,100,-0.492574257
2,Toys and Seasonal,Returns,375,-0.678979511
2,Toys and Seasonal,Room to Shop,1266,-0.911271208
2,Toys and Seasonal,Samples and Testers,15,0.15
2,Toys and Seasonal,Self-Checkout,208,-0.642775229
2,Toys and Seasonal,Shopping Efficiency,438,0.399211712
2,Toys and Seasonal,Sinks,2,1.5
2,Toys and Seasonal,Size,61,-0.790322581
2,Toys and Seasonal,Speed of Service,1087,-0.766120158
2,Toys and Seasonal,Staff Appearance,81,-0.155864198
2,Toys and Seasonal,Store Location,130,-0.48974359
2,Toys and Seasonal,Store Pickup,27,-0.672413793
2,Toys and Seasonal,Store Quality,1598,0.120659196
2,Toys and Seasonal,Style/Design,932,-0.264601843
2,Toys and Seasonal,Sufficient Floor Staff,518,-0.892601246
2,Toys and Seasonal,Sufficient Registers,2270,-0.894819216
2,Toys and Seasonal,Sufficient Space,53,-0.4375
2,Toys and Seasonal,Tidiness,1739,-0.888567421
2,Toys and Seasonal,Toilets,3,-0.5
2,Toys and Seasonal,Variety,2323,-0.359229813
2,Toys and Seasonal,Warranty,6,-0.517857143
